author,isbn,pages,title
Bella Andre,9.78E+12,194 pages,If You Were Mine
Diana Wynne Jones,9.78E+12,298 pages,Castle in the Air
Lauren Morrill,9.78E+12,292 pages,Meant to Be
Brigid Kemmerer,9.78E+12,407 pages,Storm
J.J. McAvoy,9.78E+12,342 pages,Ruthless People
Amelia Atwater-Rhodes,9.78E+12,595 pages,The Den of Shadows Quartet
Arkady Strugatsky|Boris Strugatsky,9.79E+12,416 pages,Обитаемый остров
Margaret George,9.78E+12,611 pages,Helen of Troy
Jennifer Echols,9.78E+12,587 pages,Endless Summer
Dorothea Benton Frank,9.78E+12,449 pages,Plantation
Cecelia Ahern,9.78E+12,485 pages,A Place Called Here
Esther Hicks|Jerry Hicks,9.78E+12,205 pages,The Law of Attraction: The Basics of the Teachings of Abraham
Karen Marie Moning,9.78E+12,112 pages,Into the Dreaming
Joseph Bédier|Hilaire Belloc,9.78E+12,205 pages,The Romance of Tristan and Iseult
Arthur Conan Doyle,9.78E+12,256 pages,His Last Bow
Leopoldo Alas,9.79E+12,1024 pages,La Regenta
Lauren Myracle,9.78E+12,350 pages,Shine
Christopher Daniel Mechling,9.78E+12,220 pages,Peter: The Untold True Story
Don Marquis,9.78E+12,192 pages,Archy and Mehitabel
Erin Hunter,9.78E+12,363 pages,The Sight
Mark Twain|John Updike|حسن علیشیری,9.78E+12,95 pages,The Diary of Adam and Eve
Leah Cypess,9.78E+12,304 pages,Mistwood
Katsura Hoshino|Mayumi Kobayashi,9.78E+12,196 pages,"D.Gray-man, Vol. 1"
Pat Murphy,9.78E+12,288 pages,The Wild Girls
Andrew Klavan,9.78E+12,345 pages,The Long Way Home
Janet Evanovich,9.78E+12,305 pages,Explosive Eighteen
Jack Campbell,9.78E+12,304 pages,Dauntless
Bodie Thoene|Brock Thoene,9.78E+12,464 pages,Danzig Passage
Derek Landy,9.78E+12,288 pages,The Maleficent Seven: From the World of Skulduggery Pleasant
Wendy Wunder,9.78E+12,360 pages,The Probability of Miracles
J.D. Tyler,9.78E+12,257 pages,Chase the Darkness
Jennifer Lauck,9.78E+12,432 pages,Blackbird: A Childhood Lost and Found
Ann Rule,9.78E+12,560 pages,Everything She Ever Wanted
Steven Levy,9.78E+12,464 pages,Hackers: Heroes of the Computer Revolution
William Horwood,9.78E+12,728 pages,Skallagrigg
Tim Bowler,9.78E+12,328 pages,Frozen Fire
Joyce Carol Oates,9.78E+12,320 pages,Foxfire: Confessions of a Girl Gang
Lisi Harrison,9.78E+12,255 pages,Monster High
David Foster Wallace,9.78E+12,343 pages,Consider the Lobster and Other Essays
Anne Bishop,9.78E+12,435 pages,Twilight's Dawn
Agatha Christie,9.78E+12,224 pages,Nemesis
Ernest Hemingway,9.78E+12,156 pages,In Our Time
Michael J. Sullivan,9.78E+12,384 pages,The Crown Tower
Don Winslow,9.78E+12,302 pages,Savages
Jennifer L. Armentrout,9.78E+12,378 pages,Every Last Breath
Sylvain Neuvel,9.78E+12,320 pages,Sleeping Giants
Diamante Lavendar,9.78E+12,74 pages,"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose"
Anthony Powell,9.78E+12,718 pages,A Dance to the Music of Time: 1st Movement
Philippa Gregory,9.78E+12,518 pages,The Boleyn Inheritance
Laurie Faria Stolarz,9.78E+12,277 pages,Silver Is for Secrets
Louise Murphy,9.78E+12,320 pages,The True Story of Hansel and Gretel
Storm Constantine,9.78E+12,800 pages,Wraeththu
Gore Vidal,9.78E+12,528 pages,Julian
Andrzej Sapkowski,9.79E+12,593 pages,Narrenturm
Margaret Peterson Haddix,9.78E+12,352 pages,Torn
Kurt Vonnegut,9.78E+12,271 pages,Deadeye Dick
Katherine Boo,9.78E+12,256 pages,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity"
Bridget Zinn,9.78E+12,276 pages,Poison
Ira Levin,9.78E+12,312 pages,The Boys from Brazil
M.T. Anderson,9.78E+12,308 pages,Feed
Nora Roberts,9.78E+12,637 pages,Northern Lights
Stephen Colbert|Richard Dahm|Paul Dinello|Allison Silverman|Michael Brumm|Eric Drydale|Rob Dubbin|Glenn Eichler|Peter Grosz|Peter Gwinn|Jay Katsir|Laura Krafft|Frank Lesser|Tom Purcell,9.78E+12,230 pages,I Am America (And So Can You!)
Tove Jansson|Thomas Warburton,9.78E+12,192 pages,Moominsummer Madness
Lucia St. Clair Robson,9.78E+12,589 pages,Ride the Wind
Naoko Takeuchi|武内 直子,9.78E+12,241 pages,美少女戦士セーラームーン新装版 1 [Bishōjo Senshi Sailor Moon Shinsōban 1]
Sarra Manning,9.78E+12,560 pages,You Don't Have to Say You Love Me
Judith McNaught,9.78E+12,430 pages,Until You
Gillian Flynn,9.78E+12,254 pages,Sharp Objects
Karen Miller,9.78E+12,642 pages,The Innocent Mage
Maud Hart Lovelace|Lois Lenski,9.78E+12,144 pages,Betsy-Tacy
Martin Millar|Neil Gaiman,9.78E+12,242 pages,The Good Fairies of New York
Rabindranath Tagore|W.B. Yeats,9.78E+12,80 pages,Gitanjali: Song Offerings
Noam Chomsky|Edward S. Herman,9.78E+12,412 pages,Manufacturing Consent: The Political Economy of the Mass Media
Erin Hunter,9.78E+12,1056 pages,Warriors Boxed Set
Jennifer Laurens,9.78E+12,334 pages,Absolution
Peter Carey,9.78E+12,569 pages,Illywhacker
Dani Alexander,9.78E+12,360 pages,Shattered Glass
Albert Camus|Pierre-Louis Rey,9.78E+12,224 pages,Caligula
Gail Tsukiyama,9.78E+12,278 pages,Women of the Silk
Jennifer Lynn Barnes,9.78E+12,324 pages,Killer Spirit
Stephen R. Lawhead,9.78E+12,490 pages,Hood
Marcel Proust|C.K. Scott Moncrieff|Terence Kilmartin,9.78E+12,1216 pages,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain
Francine Rivers,9.78E+12,384 pages,The Atonement Child
Erin Hunter,9.78E+12,302 pages,The Fourth Apprentice
Timothy Findley,9.78E+12,538 pages,Pilgrim
David Foster Wallace|Michael Pietsch,9.78E+12,548 pages,The Pale King
Gil Vicente,9.79E+12,72 pages,Auto da Barca do Inferno
Charlotte Brontë|Stevie Davies,9.78E+12,624 pages,Jane Eyre
Larry McMurtry,9.78E+12,280 pages,The Last Picture Show
Albert Camus,9.78E+12,320 pages,The Rebel: An Essay on Man in Revolt
Andy Warhol,9.78E+12,272 pages,The Philosophy of Andy Warhol (From A to B and Back Again)
Hayden Herrera,9.78E+12,528 pages,Frida: A Biography of Frida Kahlo
Mercedes Lackey|Dawn Wilson,9.78E+12,900 pages,The Last Herald-Mage
Julie Powell,9.78E+12,310 pages,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen"
Danilo Kiš|Michael Henry Heim,9.78E+12,201 pages,The Encyclopedia of the Dead
George Orwell,9.78E+12,278 pages,Coming Up for Air
Nora Roberts,9.78E+12,467 pages,High Noon
Meg Cabot,9.78E+12,309 pages,Queen of Babble
Terry Kay,9.78E+12,239 pages,To Dance with the White Dog
Cornelius Ryan,9.78E+12,350 pages,The Longest Day
Larry McMurtry,9.78E+12,547 pages,Streets of Laredo
Sarah Winman,9.78E+12,325 pages,When God Was a Rabbit
Bodie Thoene|Brock Thoene,9.78E+12,461 pages,Vienna Prelude
Juliet Marillier,9.78E+12,410 pages,Shadowfell
Alaa Al Aswany|علاء الأسواني,9.78E+12,256 pages,The Yacoubian Building
Darren Shan,9.78E+12,511 pages,Vampire Blood Trilogy
Veronica Roth,9.78E+12,526 pages,Allegiant
G.I. Gurdjieff,9.78E+12,1152 pages,Beelzebub's Tales to His Grandson
Erin Hunter,9.78E+12,322 pages,Dark River
L.J. Smith|Julie Plec,9.78E+12,256 pages,The Craving
Vera Brosgol,9.78E+12,224 pages,Anya's Ghost
Grant Morrison|Frank Quitely,9.78E+12,160 pages,"All-Star Superman, Vol. 1"
Jay McLean,9.78E+12,348 pages,More Than Forever
Amish Tripathi,9.79E+12,354 pages,Scion of Ikshvaku
Jenny  Lawson|Krisztina Szép|Jenny  Lawson,9.78E+12,329 pages,Furiously Happy: A Funny Book About Horrible Things
V.E. Schwab,9.78E+12,666 pages,A Conjuring of Light
Emma Donoghue,9.78E+12,228 pages,Kissing the Witch: Old Tales in New Skins
Olaf Stapledon,9.78E+12,272 pages,Star Maker
Ntozake Shange,9.78E+12,80 pages,for colored girls who have considered suicide/when the rainbow is enuf
James D. Hornfischer,9.78E+12,528 pages,The Last Stand of the Tin Can Sailors: The Extraordinary World War II Story of the U.S. Navy's Finest Hour
Karen Cushman,9.78E+12,128 pages,The Midwife's Apprentice
Beverly Cleary,9.78E+12,192 pages,Ramona the Pest
Matthew Pearl,9.78E+12,424 pages,The Dante Club
Edward Bloor|Danny De Vito,9.78E+12,320 pages,Tangerine
Sally Gardner,9.78E+12,275 pages,"I, Coriander"
Peter Carey,9.78E+12,384 pages,True History of the Kelly Gang
Ralph Helfer,9.78E+12,352 pages,Modoc: The True Story of the Greatest Elephant That Ever Lived
Richelle Mead,9.78E+12,448 pages,Gameboard of the Gods
Willem Frederik Hermans,9.79E+12,251 pages,Nooit meer slapen
Sam Savage|Michael Mikolowski,9.78E+12,162 pages,Firmin: Adventures of a Metropolitan Lowlife
Virginia Woolf,9.78E+12,375 pages,The Voyage Out
Lynn Flewelling,9.78E+12,524 pages,The Bone Doll's Twin
Julie Andrews Edwards,9.78E+12,209 pages,The Last of the Really Great Whangdoodles
Jeffrey Overstreet,9.78E+12,334 pages,Auralia's Colors
Jaci Burton,9.78E+12,324 pages,The Perfect Play
Sarah Alderson,9.78E+12,318 pages,Hunting Lila
Walter Lord|Nathaniel Philbrick,9.78E+12,208 pages,A Night to Remember
محمد المنسي قنديل|Mohamed Mansi Qandil,9.79E+12,569 pages,قمر على سمرقند
Julie Garwood,9.78E+12,407 pages,Saving Grace
Sarah J. Maas,9.78E+12,430 pages,The Assassin's Blade
Gaston Leroux,9.78E+12,192 pages,The Mystery of the Yellow Room
James Frey,9.78E+12,416 pages,My Friend Leonard
Lois Lowry,9.78E+12,144 pages,Gossamer
Erin Hunter,9.78E+12,316 pages,Long Shadows
David Eddings,9.78E+12,418 pages,King of the Murgos
Jonathan Auxier,9.78E+12,400 pages,Peter Nimble and His Fantastic Eyes
Susan  Kay,9.78E+12,647 pages,Legacy
Anne McCaffrey,9.78E+12,336 pages,The Rowan
William  Kennedy,9.78E+12,320 pages,Legs
Sherrilyn Kenyon,9.78E+12,468 pages,Infamous
Jeramey Kraatz,9.78E+12,320 pages,Villains Rising
Colson Whitehead,9.78E+12,306 pages,The Underground Railroad
Lee Child,9.78E+12,552 pages,Die Trying
L.J. Smith,9.78E+12,287 pages,Dark Reunion
Orson Scott Card,9.78E+12,336 pages,The Memory of Earth
Mark Dunn,9.78E+12,208 pages,Ella Minnow Pea: A Novel in Letters
Paul Stewart|Chris Riddell,9.78E+12,288 pages,Beyond the Deepwoods
C.J. Box,9.78E+12,340 pages,Three Weeks To Say Goodbye
Suzanne Collins,9.78E+12,480 pages,Catching Fire
Chris Bohjalian,9.78E+12,429 pages,Before You Know Kindness
Cherie Priest,9.78E+12,416 pages,Boneshaker
Robyn Carr,9.78E+12,386 pages,Virgin River
Aimee Friedman,9.78E+12,292 pages,Sea Change
Rusty Young|Thomas McFadden,9.78E+12,400 pages,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail"
Mordecai Richler,9.78E+12,416 pages,Barney's Version
Guillaume Musso,9.78E+12,391 pages,L'appel de l'ange
Alexandre Dumas,9.78E+12,224 pages,The Prince of Thieves
Stephen King|Owen King,9.78E+12,702 pages,Sleeping Beauties
Taylor Hartman,9.78E+12,288 pages,"The Color Code: A New Way to See Yourself, Your Relationships, and Life"
Shannon Hale,9.78E+12,339 pages,The Actor and the Housewife
Angie Sage|Mark Zug,9.78E+12,521 pages,Flyte
Dean Koontz,9.78E+12,460 pages,Velocity
Gillian Shields,9.78E+12,360 pages,Immortal
Dean Koontz,9.78E+12,464 pages,Whispers
Linda Howard,9.78E+12,384 pages,Shades of Twilight
Anton Szandor LaVey,9.78E+12,272 pages,The Satanic Bible
Seanan McGuire,9.78E+12,372 pages,Late Eclipses
Franz Kafka|Jason Baker|Donna Freed,9.78E+12,224 pages,The Metamorphosis and Other Stories
Jo Nesbø,9.78E+12,528 pages,The Devil's Star
Clive Cussler,9.78E+12,545 pages,Raise the Titanic!
George R.R. Martin,9.78E+12,835 pages,A Game of Thrones
Kevin Henkes,9.78E+12,40 pages,Lilly's Purple Plastic Purse
Kay Hooper,9.78E+12,339 pages,Hiding in the Shadows
Michelle Sagara|Michelle Sagara West,9.78E+12,503 pages,Cast in Chaos
Inga Muscio|Betty Dodson,9.78E+12,373 pages,Cunt: A Declaration of Independence
Jonathan Haidt,9.78E+12,297 pages,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom
Michael J. Sullivan,9.78E+12,786 pages,Rise of Empire
John Hersey,9.78E+12,640 pages,The Wall
Michelle Krys,9.78E+12,384 pages,Hexed
Catherine Anderson,9.78E+12,418 pages,Phantom Waltz
Mark Twain,9.78E+12,160 pages,Pudd'nhead Wilson
L.J. Smith,9.78E+12,320 pages,The Power
Joseph Delaney|Patrick  Arrasmith,9.78E+12,546 pages,Attack of the Fiend
Morgan Rhodes|Michelle Rowen,9.78E+12,413 pages,Frozen Tides
George Orwell|Thomas Pynchon,9.78E+12,339 pages,Nineteen Eighty-Four
Charles Haddon Spurgeon|Alistair Begg,9.78E+12,400 pages,"Morning and Evening, Based on the English Standard Version"
James Patterson,9.78E+12,466 pages,Jack & Jill
Heather Brewer,9.78E+12,309 pages,Eleventh Grade Burns
Garth Nix,9.78E+12,344 pages,Sir Thursday
Sara Young,9.78E+12,365 pages,My Enemy's Cradle
Dean Koontz,9.78E+12,448 pages,Fear Nothing
Darren Shan,9.78E+12,541 pages,Vampire War Trilogy
Stacey Jay,9.78E+12,306 pages,Juliet Immortal
C.J. Cherryh,9.78E+12,775 pages,The Faded Sun Trilogy
Jeffrey Archer,9.78E+12,538 pages,False Impression
Kimberly Brubaker Bradley,9.78E+12,316 pages,The War that Saved My Life
Madeleine L'Engle,9.78E+12,332 pages,A Ring of Endless Light
Max Lucado,9.78E+12,240 pages,Fearless: Imagine Your Life Without Fear
Tom Clancy,9.78E+12,547 pages,The Cardinal of the Kremlin
Margaret Weis|Tracy Hickman,9.78E+12,352 pages,Dragons of Spring Dawning
Gustav Meyrink|Mike   Mitchell,9.78E+12,264 pages,The Golem
Alice Hoffman,9.78E+12,325 pages,The Story Sisters
Darynda Jones,9.78E+12,308 pages,Fourth Grave Beneath My Feet
Patrick Carman,9.78E+12,272 pages,The Dark Hills Divide
David Brin,9.78E+12,458 pages,Startide Rising
Stephen Hawking,9.78E+12,216 pages,The Universe in a Nutshell
Max Weber|Michael D. Coe|Talcott Parsons|R.H. Tawney,9.78E+12,320 pages,The Protestant Ethic and the Spirit of Capitalism
Annie Jacobsen,9.78E+12,540 pages,Area 51: An Uncensored History of America's Top Secret Military Base
Tracy Chevalier,9.78E+12,250 pages,The Lady and the Unicorn
Bolesław Prus|David J. Welsh|Stanisław Barańczak,9.78E+12,702 pages,The Doll
Amy Chua,9.78E+12,237 pages,Battle Hymn of the Tiger Mother
Seanan McGuire,9.78E+12,377 pages,A Local Habitation
Nikos Kazantzakis|Jonathan Griffin|Nikos Kazantzakis,9.78E+12,470 pages,Christ Recrucified
T.M. Frazier,9.78E+12,302 pages,King
José Saramago,9.79E+12,310 pages,Ensaio Sobre a Cegueira
Margaret Peterson Haddix,9.78E+12,218 pages,Double Identity
John Perkins,9.78E+12,303 pages,Confessions of an Economic Hit Man
Raymond E. Feist,9.78E+12,527 pages,A Darkness At Sethanon
Erin Hunter,9.78E+12,352 pages,Outcast
Erin Hunter,9.78E+12,336 pages,Eclipse
Janet Evanovich,9.78E+12,308 pages,Finger Lickin' Fifteen
Antonia Fraser,9.78E+12,512 pages,Marie Antoinette: The Journey
Garth Nix,9.78E+12,336 pages,Grim Tuesday
Jana Oliver,9.78E+12,354 pages,Forgiven
Kristen Ashley,9.78E+12,426 pages,Rock Chick Redemption
James  Jones,9.78E+12,475 pages,The Thin Red Line
Nalini Singh,9.78E+12,374 pages,Archangel's Legion
Christina Lauren,9.78E+12,352 pages,Dirty Rowdy Thing
Anton Chekhov|Tom    Murphy,9.78E+12,96 pages,The Cherry Orchard
Sharon Creech,9.78E+12,288 pages,Ruby Holler
Chris Heimerdinger,9.78E+12,268 pages,Tennis Shoes Among the Nephites
Sidney Sheldon,9.78E+12,316 pages,The Naked Face
James A. Michener,9.78E+12,868 pages,Alaska
Will Christopher Baer,9.78E+12,316 pages,"Kiss Me, Judas"
Maeve Binchy,9.78E+12,528 pages,Evening Class
Umberto Eco,9.78E+12,528 pages,The Island of the Day Before
Mike Mullin,9.78E+12,466 pages,Ashfall
Mira Grant,9.78E+12,512 pages,Blackout
Margaret Weis|Tracy Hickman,9.78E+12,358 pages,Dragons of Winter Night
Carlos Fuentes|Margaret Sayers Peden|Milan Kundera|Jorge Volpi,9.78E+12,785 pages,Terra Nostra
Jennifer Estep,9.78E+12,337 pages,Kiss of Frost
Trevor Noah,9.78E+12,304 pages,Born a Crime: Stories From a South African Childhood
Friedrich Nietzsche|Michael Tanner,9.78E+12,208 pages,Twilight of the Idols/The Anti-Christ
Flannery O'Connor,9.78E+12,256 pages,The Violent Bear It Away
Cecily von Ziegesar,9.78E+12,263 pages,The It Girl
C.L. Wilson,9.78E+12,386 pages,Lady of Light and Shadows
Julian Barnes,9.78E+12,320 pages,A History of the World in 10½  Chapters
Sherrilyn Kenyon,9.78E+12,369 pages,Retribution
T.M. Frazier,9.78E+12,258 pages,The Dark Light of Day
Anne Holm|L.W. Kingsland,9.78E+12,256 pages,I Am David
Nalini Singh,9.78E+12,345 pages,Branded by Fire
Isabel Allende|Margaret Sayers Peden,9.78E+12,304 pages,Of Love and Shadows
Toni Morrison,9.78E+12,167 pages,A Mercy
Michelle Sagara,9.78E+12,416 pages,Cast in Fury
Kōji Suzuki|Robert B. Rohmer|Glynne Walley,9.78E+12,282 pages,Ring
P.C. Cast,9.78E+12,377 pages,Divine By Choice
Sophie Kinsella,9.78E+12,418 pages,Mini Shopaholic
Joe Simpson,9.78E+12,218 pages,Touching the Void: The True Story of One Man's Miraculous Survival
Siobhan Vivian,9.78E+12,336 pages,The List
C.J. Daugherty,9.78E+12,385 pages,Legacy
Marcel Proust|Christopher Prendergast|John Sturrock,9.78E+12,557 pages,Sodom and Gomorrah
L.J. Smith|Emily Durante,9.78E+12,238 pages,Daughters of Darkness
Michelle Falkoff,9.78E+12,288 pages,Playlist for the Dead
CLAMP|William Flanagan,9.78E+12,183 pages,"xxxHolic, Vol. 6"
Gordon Dahlquist,9.78E+12,760 pages,The Glass Books of the Dream Eaters
Anne Tyler,9.78E+12,406 pages,Ladder of Years
Susan Beth Pfeffer,9.78E+12,336 pages,The Dead and the Gone
Colleen McCullough,9.78E+12,1072 pages,Fortune's Favorites
John Grisham,9.78E+12,384 pages,The Brethren
Jana Oliver,9.78E+12,418 pages,Forbidden
Sun-mi Hwang|Chi-Young Kim|Nomoco,9.78E+12,134 pages,The Hen Who Dreamed She Could Fly
Karin Slaughter,9.78E+12,420 pages,Kisscut
Jess Walter,9.78E+12,337 pages,Beautiful Ruins
Sarah J. Maas,9.78E+12,418 pages,Crown of Midnight
Dougie Brimson,9.78E+12,224 pages,March of the Hooligans
S.M. Stirling,9.78E+12,608 pages,Island in the Sea of Time
Lori Wick,9.78E+12,300 pages,The Princess
Patricia Cornwell,9.78E+12,383 pages,Portrait of a Killer: Jack the Ripper - Case Closed
Tom Wolfe,9.78E+12,738 pages,I am Charlotte Simmons
Amanda Grange,9.78E+12,329 pages,Mr. Darcy's Diary
John Grisham,9.78E+12,360 pages,The Innocent Man: Murder and Injustice in a Small Town
André Gide,9.78E+12,250 pages,Les caves du Vatican
Scott Westerfeld,9.78E+12,599 pages,Afterworlds
Pepper Winters,9.78E+12,316 pages,First Debt
James Hogg|John Carey,9.78E+12,258 pages,The Private Memoirs and Confessions of a Justified Sinner
Joseph Mitchell|David Remnick,9.78E+12,716 pages,Up in the Old Hotel
Tessa Gratton,9.78E+12,405 pages,Blood Magic
Dean Koontz,9.78E+12,681 pages,One Door Away from Heaven
April Henry,9.78E+12,213 pages,"Girl, Stolen"
Ami McKay,9.78E+12,408 pages,The Birth House
Joan M. Wolf,9.78E+12,200 pages,Someone Named Eva
Don DeLillo,9.78E+12,209 pages,Cosmopolis
Kody Keplinger,9.78E+12,273 pages,Shut Out
Brian Jacques,9.78E+12,336 pages,High Rhulain
Kami Garcia,9.78E+12,305 pages,Unbreakable
William Joyce|Joe Bluhm,9.78E+12,52 pages,The Fantastic Flying Books of Mr. Morris Lessmore
Joseph Boyden,9.78E+12,501 pages,The Orenda
Diana Wynne Jones,9.78E+12,420 pages,Fire and Hemlock
John Barth,9.78E+12,750 pages,Giles Goat-Boy
Bob Dylan,9.78E+12,293 pages,"Chronicles, Volume One"
Robert Bolt,9.78E+12,192 pages,A Man for All Seasons
Nick Hornby,9.78E+12,272 pages,Fever Pitch
Martin McDonagh,9.78E+12,104 pages,The Pillowman
James Herbert,9.78E+12,600 pages,The Secret of Crickley Hall
Meg Cabot|Mia Thermopolis,9.78E+12,396 pages,Ransom My Heart
Conn Iggulden,9.78E+12,448 pages,The Gates of Rome
Jiddu Krishnamurti|مرسده لسانی,9.78E+12,128 pages,Freedom from the Known
MacKinlay Kantor,9.78E+12,766 pages,Andersonville
Cassandra Clare|Sarah Rees Brennan,9.78E+12,65 pages,What Really Happened in Peru
Fyodor Dostoyevsky|Ergin Altay,9.78E+12,247 pages,The House of the Dead
Sean Covey,9.78E+12,268 pages,The 7 Habits Of Highly Effective Teens
Marlene Perez,9.78E+12,190 pages,Dead Is the New Black
Barry Unsworth,9.78E+12,630 pages,Sacred Hunger
Edgar Allan Poe|Matthew Pearl,9.78E+12,160 pages,The Murders in the Rue Morgue: The Dupin Tales
Dr. Seuss,9.78E+12,64 pages,"Oh, the Thinks You Can Think!"
V.C. Andrews,9.78E+12,440 pages,Heaven
Ha Jin,9.78E+12,310 pages,Waiting
L.J. Smith,9.78E+12,320 pages,The Captive
Yann Martel,9.78E+12,331 pages,Life of Pi
Nikolai Gogol,9.78E+12,103 pages,The Overcoat and Other Short Stories
